Domaine,Thème_canonique_suggéré,Décision,Citation,Tribunal,Juridiction_applicable,Dispositions_codification_ancrage,Principe_ciblé_pour_la_fiche,Mention_Droitis_recommandée,Source_1_decision,Source_2_texte_loi,Source_3_commentaire
Administratif,Voies de recours — action en dommages vs contrôle judiciaire (TeleZone),Canada (Procureur général) c. TeleZone Inc.,2010 CSC 62,Cour suprême du Canada,CA-FED,Loi sur les Cours fédérales art. 18 et 18.1 (compétence et contrôle judiciaire),"Clarifie qu'une action en dommages peut être intentée en cour supérieure sans passer par le contrôle judiciaire, selon la nature du recours et l'intention législative.",⚖️ Ancrage : LCF art. 18-18.1. Citer TeleZone pour distinguer invalidation d'une décision (contrôle) vs dommages (action civile).,https://www.canlii.org/en/ca/scc/doc/2010/2010scc62/2010scc62.html,https://laws-lois.justice.gc.ca/eng/acts/f-7/section-18.html,https://canliiconnects.org/en/commentaries/36289
Municipal,Pouvoir réglementaire municipal / environnement / nuisances,"114957 Canada Ltée (Spraytech, Société d'arrosage) c. Hudson (Ville)",2001 CSC 40,CSC,QC,Loi sur les compétences municipales (RLRQ c C-47.1) (pouvoirs généraux/nuisances); Loi sur la qualité de l'environnement (RLRQ c Q-2) (cadre environnemental),Validité d'un règlement municipal (pesticides) + interprétation large des pouvoirs municipaux (précaution / intérêt public),"Dans la fiche, ajouter «Ancrage normatif»: LCM (pouvoirs généraux + nuisances) + cadre Q-2. Mentionner que l'arrêt soutient une lecture large des pouvoirs municipaux en matière d'environnement.",https://www.canlii.org/fr/ca/csc/doc/2001/2001csc40/2001csc40.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/C-47.1?code=se%3A4,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/1850/index.do
Municipal,Nuisances / validité d'un règlement municipal / précision de la norme,Montréal (Ville) c. 2952-1366 Québec Inc.,2005 CSC 62,CSC,QC,Loi sur les compétences municipales (RLRQ c C-47.1) (nuisances); Code civil du Québec art. 1457 (responsabilité) (souvent invoqué en toile de fond),Norme de nuisance: exigence de clarté/portée + standard de contrôle des règlements municipaux,"Dans la fiche, ajouter «Codification/ancrage»: LCM (nuisances) + rappeler le test de validité (objet municipal, clarté, proportionnalité pratique).",https://www.canlii.org/fr/ca/csc/doc/2005/2005csc62/2005csc62.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/C-47.1?code=se%3A85,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/2243/index.do
Municipal,Troubles de voisinage / responsabilité sans faute,Ciment du Saint-Laurent inc. c. Barrette,2008 CSC 64,CSC,QC,Code civil du Québec art. 976 (troubles de voisinage); art. 1457 (responsabilité) (distinct du régime 976),Le régime autonome de l'art. 976 C.c.Q. (responsabilité sans faute) pour nuisances anormales,"Dans la fiche, afficher en tête «Disposition codificatrice»: C.c.Q. art. 976. Expliquer la différence 976 (sans faute) vs 1457 (faute) et les critères (caractère anormal / inconvénients).",https://www.canlii.org/fr/ca/csc/doc/2008/2008csc64/2008csc64.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A976,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/2364/index.do
Municipal,Prépondérance fédérale / aéronautique / zonage municipal,Québec (Ville) c. Lacombe,2010 CSC 38,CSC,MIXTE,Loi sur l'aéronautique (fédérale) (compétence fédérale) + Loi sur l'aménagement et l'urbanisme (RLRQ c A-19.1) (règlements de zonage),Inopérabilité d'un règlement municipal de zonage qui touche au «cœur» de la compétence fédérale en aéronautique (immunité interjuridictionnelle / prépondérance),"Dans la fiche, indiquer «Exception de juridiction»: municipal (QC) vs aéronautique (FED). Donner un encadré «Quand appliquer la prépondérance/immunité».",https://www.canlii.org/fr/ca/csc/doc/2010/2010csc38/2010csc38.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/A-19.1?code=se%3A113,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/7864/index.do
Municipal,Prépondérance fédérale / aérodromes / urbanisme,Québec (Procureur général) c. Canadian Owners and Pilots Association (COPA),2010 CSC 39,CSC,MIXTE,Loi sur l'aéronautique (fédérale) + Loi sur l'aménagement et l'urbanisme (RLRQ c A-19.1),Un règlement provincial/municipal ne peut empêcher l'établissement d'un aérodrome: compétence fédérale (aéronautique),"Dans la fiche, ajouter «Carte de conflit»: urbanisme QC ↔ compétence fédérale aéronautique. Conseiller au lecteur d'identifier d'abord l'objet véritable (pith and substance).",https://www.canlii.org/fr/ca/csc/doc/2010/2010csc39/2010csc39.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/A-19.1?code=se%3A113,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/7865/index.do
Municipal,Télécommunications / tours cellulaires / compétence fédérale,Rogers Communications Inc. c. Châteauguay (Ville),2016 CSC 23,CSC,MIXTE,Loi sur les télécommunications (fédérale) + Loi sur la radiocommunication (fédérale) + Loi sur l'aménagement et l'urbanisme (RLRQ c A-19.1),"Une municipalité ne peut, par règlement/avis, empêcher un projet relevant du cœur de la compétence fédérale en radiocommunication","Dans la fiche, indiquer «Codification/ancrage»: cadre FED (radiocommunication/télécom) + préciser l'effet sur les outils municipaux (zonage/permis). Inclure un rappel «vérifier compétence» avant d'analyser au fond.",https://www.canlii.org/fr/ca/csc/doc/2016/2016csc23/2016csc23.html,https://laws-lois.justice.gc.ca/fra/lois/R-2/,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/16010/index.do
Municipal,Contrats municipaux / appel d'offres / contrôle judiciaire,Montréal (Ville) c. Octane Stratégie inc.,2019 CSC 57,CSC,QC,Loi sur les cités et villes (RLRQ c C-19) art. 573+ (appel d'offres); Code municipal du Québec (RLRQ c C-27.1) (règles analogues),Responsabilité/recours liés au processus d'appel d'offres municipal (cadre et limites),"Dans la fiche, ajouter un encadré «Ancrage»: LCV 573+ (appel d'offres) + distinguer recours (soumissionnaire) et contrôle de la discrétion municipale.",https://www.canlii.org/fr/ca/csc/doc/2019/2019csc57/2019csc57.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/C-19?code=se%3A573,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/17581/index.do
Municipal,Infractions municipales / preuve / interprétation pénale,Montréal (Ville) c. Lonardi,2018 CSC 29,CSC,QC,Code de procédure pénale (RLRQ c C-25.1) (poursuites pénales municipales); Loi sur les cités et villes (RLRQ c C-19) (pouvoir réglementaire),Portée d'une infraction réglementaire municipale et exigences probatoires/interpretatives en droit pénal réglementaire,"Dans la fiche, indiquer «Réflexe Droitis»: classifier (pénal réglementaire municipal) et rappeler que la lecture est influencée par le CPP (QC) + principes d'interprétation.",https://www.canlii.org/fr/ca/csc/doc/2018/2018csc29/2018csc29.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/C-25.1?code=se%3A1,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/17117/index.do
Municipal,Zonage / recours pénal municipal / injonction et exécution,Immeubles Jacques Robitaille inc. c. Québec (Ville),2014 CSC 34,CSC,QC,Loi sur l'aménagement et l'urbanisme (RLRQ c A-19.1) (règlements de zonage et sanctions); Code de procédure pénale (RLRQ c C-25.1) (poursuites),Recours pénal municipal comme outil d'exécution des règlements de zonage (finalité d'aménagement),"Dans la fiche, rappeler «Ancrage»: LAU (zonage) + CPP (pénal municipal). Expliquer l'objectif d'aménagement (harmonie du territoire) et la logique des sanctions.",https://www.canlii.org/fr/ca/csc/doc/2014/2014csc34/2014csc34.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/A-19.1?code=se%3A227,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/13621/index.do
Municipal,Régime municipal / compétence et contrôle (jurisprudence récente),Montréal (Ville) c. Dorval,2017 CSC 48,CSC,QC,Loi sur les cités et villes (RLRQ c C-19) (cadre municipal); Code de procédure pénale (RLRQ c C-25.1) (selon l'objet exact du litige),Clarifications sur le régime applicable à un litige municipal (qualification + effets procéduraux),"Dans la fiche, ajouter une note «Qualification»: identifier si le litige est (i) règlement/nuisance, (ii) pénal municipal, (iii) responsabilité civile, car l'ancrage législatif change.",https://www.canlii.org/en/ca/scc/doc/2017/2017scc48/2017scc48.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/C-19?code=se%3A1,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17056/index.do
Santé,Assistance médicale à mourir / droits fondamentaux,Carter c. Canada (Procureur général),2015 CSC 5,CSC,MIXTE,Charte canadienne art. 7; Code criminel (interdictions relatives à l'aide au suicide) + régime législatif MAID (postérieur),Inconstitutionnalité partielle des interdictions; cadre pour l'AMM (MAID),"Dans la fiche, ajouter «Après la décision»: mentionner l'évolution législative (MAID au Code criminel) et rappeler de vérifier la version applicable (date des faits).",https://www.canlii.org/en/ca/scc/doc/2015/2015scc5/2015scc5.html,https://laws-lois.justice.gc.ca/fra/lois/C-46/,https://www.justice.gc.ca/eng/rp-pr/other-autre/ad-am/p1.html
Santé,Assistance au suicide (pré-Carter) / art. 7 Charte,Rodriguez c. Colombie-Britannique (Procureur général),1993 CanLII 75 (CSC),CSC,FED,Charte canadienne art. 7; Code criminel (dispositions sur l'aide au suicide),"Ancien cadre (maintien des interdictions) et raisonnement sur l'art. 7, utile pour contextualiser Carter","Dans la fiche, ajouter un encadré «Historique»: distinguer Rodriguez (1993) vs Carter (2015) et expliquer pourquoi la Cour change d'approche.",https://www.canlii.org/en/ca/scc/doc/1993/1993canlii75/1993canlii75.html,https://laws-lois.justice.gc.ca/fra/lois/C-46/,https://lop.parl.ca/sites/PublicWebsite/default/en_CA/ResearchPublications/201943E
Santé,Assurance maladie / délais / accès aux soins,Chaoulli c. Québec (Procureur général),2005 CSC 35,CSC,QC,Charte québécoise (droits à la vie/sécurité) + Charte canadienne art. 7; Loi sur l'assurance maladie (RLRQ c A-29) (cadre),Restrictions au privé et délais: analyse constitutionnelle/québécoise et effets sur la politique de santé,"Dans la fiche, préciser «Double charte»: Charte québécoise + Charte canadienne. Ajouter un rappel: vérifier les modifications législatives postérieures (assurance/privé).",https://www.canlii.org/fr/ca/csc/doc/2005/2005csc35/2005csc35.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/A-29?code=se%3A1,https://decisions.scc-csc.ca/scc-csc/scc-csc/fr/item/2246/index.do
Santé,Consentement aux soins / fin de vie / retrait de traitement,Cuthbertson c. Rasouli,2013 CSC 53,CSC,OTHER,Code civil du Québec art. 10-25 (intégrité/consentement) (ancrage conceptuel au QC) + législation provinciale sur le consentement (selon province; dans Rasouli: Ontario),Retrait d'un traitement = «traitement» nécessitant consentement (dans le cadre législatif applicable),"Dans la fiche, ajouter «Transposition QC»: rappeler que le QC passe par C.c.Q. 10-25 et lois sanitaires; inviter à qualifier le cadre applicable (QC vs autre province).",https://www.canlii.org/fr/ca/csc/doc/2013/2013csc53/2013csc53.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A10,https://www.canlii.org/en/commentary/doc/2015CanLIIDocs96
Santé,Capacité / refus de traitement (psychiatrie),Starson c. Swayze,2003 CSC 32,CSC,FED,Charte canadienne art. 7 (liberté/sécurité) + principes de capacité/consentement (au QC: C.c.Q. 10-25 + règles de protection),Test de capacité: comprendre l'information pertinente + apprécier les conséquences; autonomie vs protection,"Dans la fiche, ajouter un bloc «Test de capacité» (comprendre/apprécier). Rappeler que, au QC, l'analyse s'articule aussi avec C.c.Q. 10-25 et le régime de protection/mandat.",https://www.canlii.org/en/ca/scc/doc/2003/2003scc32/2003scc32.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A11,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/2110/index.do
Santé,Mineur mature / refus de traitement / intérêt de l'enfant,A.C. c. Manitoba (Directeur des services à l'enfant et à la famille),2009 CSC 30,CSC,FED,Charte canadienne art. 7; principes de consentement des mineurs (au QC: C.c.Q. art. 14-17 (soins aux mineurs)),"Approche graduée: plus le mineur est mature, plus son avis pèse dans le test de l'intérêt","Dans la fiche, ajouter «Ancrage QC»: C.c.Q. 14-17 (soins aux mineurs) + rappeler que l'arrêt structure l'analyse «maturité ↔ intérêt».",https://www.canlii.org/fr/ca/csc/doc/2009/2009csc30/2009csc30.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A14,https://www.canlii.org/en/commentary/doc/2010CanLIIDocs98
Santé,Liberté de religion / transfusion sanguine / protection de l'enfant,B.(R.) c. Children's Aid Society of Metropolitan Toronto,1995 CanLII 115 (CSC),CSC,FED,Charte canadienne art. 2a (religion) et art. 7; principes sur soins aux mineurs (au QC: C.c.Q. 14-17),Conflit religion des parents vs meilleur intérêt de l'enfant dans les soins urgents,"Dans la fiche, ajouter «Gating»: distinguer droits des parents (2a) et droits/ intérêt de l'enfant. Au QC, renvoyer à C.c.Q. 14-17 + mécanismes de protection.",https://www.canlii.org/en/ca/scc/doc/1995/1995canlii115/1995canlii115.html,https://laws-lois.justice.gc.ca/fra/const/page-12.html,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/1122/index.do
Santé,Consentement éclairé / responsabilité médicale (norme),Reibl c. Hughes,1980 CanLII 23 (CSC),CSC,FED,Principes de responsabilité civile médicale (au QC: C.c.Q. 1457 + 10-25 (consentement/intégrité)),Standard du consentement éclairé et lien de causalité (patient raisonnable),"Dans la fiche, ajouter «Transposition QC»: combiner (i) consentement (C.c.Q. 10-25) et (ii) faute/causalité/dommage (1457). Rappeler le test du patient raisonnable.",https://www.canlii.org/en/ca/scc/doc/1980/1980canlii23/1980canlii23.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A1457,https://www.canlii.org/en/commentary/doc/2011CanLIIDocs94
Santé,Avortement / Charte / droit criminel (historique),R. c. Morgentaler,1988 CanLII 90 (CSC),CSC,FED,Charte canadienne art. 7; Code criminel (ancienne disposition sur l'avortement — historique),Invalidation du régime criminel d'avortement (atteinte art. 7),"Dans la fiche, ajouter «Attention temporalité»: expliquer que le cadre post-1988 relève surtout du droit de la santé/provincial + chartes, non d'une infraction criminelle spécifique.",https://www.canlii.org/fr/ca/csc/doc/1988/1988canlii90/1988canlii90.html,https://laws-lois.justice.gc.ca/fra/lois/C-46/,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/288/index.do
Santé,Intégrité / consentement / responsabilité civile québécoise (ancrage),Ciarlariello c. Schacter,1993 CanLII 137 (CSC),CSC,MIXTE,Code civil du Québec art. 10-25 (intégrité/consentement) + art. 1457 (faute) (ancrage en droit québécois),Cadre analytique sur le consentement et les gestes médicaux; articulation avec la responsabilité,"Dans la fiche, ajouter «Disposition pivot»: C.c.Q. 10-25 + rappeler d'analyser (consentement) avant (faute/causalité).",https://www.canlii.org/en/ca/scc/doc/1993/1993canlii137/1993canlii137.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A10,https://www.canlii.org/en/commentary/doc/2011CanLIIDocs483
Successions & libéralités,Testament non signé / vérification / formalités,Succession de Blanchet c. Succession de Fournier,2023 QCCA 987,QCCA,QC,C.c.Q. (forme/validité des testaments: exigences de signature et formalités) + procédure de vérification/homologation,La signature est une formalité centrale: limites de la «vérification» quand un testament est incomplet,"Dans la fiche, ajouter un encadré «Codification»: rappeler les exigences de signature selon le type de testament et signaler que certaines irrégularités sont fatales.",https://www.canlii.org/fr/qc/qcca/doc/2023/2023qcca987/2023qcca987.html,https://www.legisquebec.gouv.qc.ca/fr/document/lc/CCQ-1991,https://canliiconnects.org/en/summaries/92963
Successions & libéralités,Signature / lien entre écriture et testateur / preuve,Succession de Charpentier,2022 QCCA 660,QCCA,QC,"C.c.Q. (testament olographe/devant témoins: forme, signature, preuve)",Preuve de l'authenticité et respect des formalités (signature comme élément clé),"Dans la fiche, ajouter «Rappel pratique»: quand un testament est contesté, prioriser: (1) forme (2) capacité (3) vice de consentement (captation/dol).",https://www.canlii.org/fr/qc/qcca/doc/2022/2022qcca660/2022qcca660.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A726,https://www.canlii.org/fr/doctrine/doc/2023CanLIIDocs1678
Successions & libéralités,Capacité de tester / captation / preuve prima facie,Brusenbauch c. Young,2019 QCCA 914,QCCA,QC,C.c.Q. (vice de consentement/dol) + règles de preuve (art. 2803-2804 C.c.Q.),Seuil probatoire et analyse de la capacité / captation en contestation testamentaire,"Dans la fiche, inclure une section «Pièges»: confondre (i) incapacité (ii) captation/dol (iii) simple influence. Rappeler l'exigence de preuve et de causalité.",https://www.canlii.org/fr/qc/qcca/doc/2019/2019qcca914/2019qcca914.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A2803,https://krblaw.ca/wills-and-estates-incapacity-or-undue-influence/
Successions & libéralités,Interprétation des dispositions testamentaires / volonté du testateur,Bourke c. Serres,2020 QCCA 840,QCCA,QC,C.c.Q. (interprétation des testaments; principes d'interprétation des actes),"Interprétation: rechercher l'intention, cohérence interne, contexte factuel admissible","Dans la fiche, ajouter «Méthode»: (1) texte du testament (2) structure globale (3) contexte (4) présomptions. Insister sur la hiérarchie des éléments.",https://www.canlii.org/fr/qc/qcca/doc/2020/2020qcca840/2020qcca840.html,https://www.legisquebec.gouv.qc.ca/fr/document/lc/CCQ-1991,https://www.canlii.org/fr/doctrine/doc/2021CanLIIDocs13677
Successions & libéralités,Succession internationale / conflits de lois (ancrage),Succession de Ashegh,2019 QCCA 792,QCCA,QC,C.c.Q. Livre Dixième (droit international privé) + règles successorales (selon rattachements),Détermination de la loi applicable et des rattachements en matière successorale internationale,"Dans la fiche, ajouter un bloc «DIP»: domicile, situation des biens, forme du testament; recommander de vérifier l'homologation si acte étranger.",https://www.canlii.org/fr/qc/qcca/doc/2019/2019qcca792/2019qcca792.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A3083,https://www.canlii.org/fr/doctrine/doc/2021CanLIIDocs13966
Successions & libéralités,Testament olographe / signature / formalité essentielle,Lemaine (Succession de),2012 QCCA 1371,QCCA,QC,C.c.Q. (testament olographe: exigences),La signature comme condition essentielle; portée des irrégularités formelles,"Dans la fiche, ajouter «Check-list» olographe: écrit en entier + daté (si requis) + signé; sinon risque élevé d'invalidité.",https://www.canlii.org/fr/qc/qcca/doc/2012/2012qcca1371/2012qcca1371.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A726,https://www.canlii.org/fr/doctrine/doc/2013CanLIIDocs839
Successions & libéralités,Testament olographe non signé / exception impossible,Brossard (Succession de),2008 QCCA 573,QCCA,QC,C.c.Q. (testament olographe: signature),Un testament olographe sans signature échoue généralement à la vérification,"Dans la fiche, insister: la signature n'est pas une simple irrégularité; c'est une condition de validité (sauf cas très exceptionnels).",https://www.canlii.org/fr/qc/qcca/doc/2008/2008qcca573/2008qcca573.html,https://www.legisquebec.gouv.qc.ca/fr/version/lc/CCQ-1991?code=se%3A726,https://www.canlii.org/fr/doctrine/doc/2009CanLIIDocs621
Successions & libéralités,Homologation / preuve / contestation,Buck (Succession de),2010 QCCS 370,CS,QC,C.c.Q. (vérification/homologation) + Code de procédure civile (procédure),Règles de vérification et fardeau de preuve en matière de testament,"Dans la fiche, ajouter «Procédure»: distinguer vérification (forme) vs contestation (fond: capacité/captation).",https://www.canlii.org/fr/qc/qccs/doc/2010/2010qccs370/2010qccs370.html,https://www.legisquebec.gouv.qc.ca/fr/document/lc/CCQ-1991,https://www.erudit.org/en/journals/notariat/2021-v123-n3-notariat07624/1095691ar.pdf
Successions & libéralités,Vérification / contestation / preuve et accès aux documents,F.B. c. Therrien (Succession de),2014 QCCA 854,QCCA,QC,"C.c.Q. (preuve, confidentialité vs nécessité en contestation) + règles de procédure","Cadre pour obtenir des éléments probatoires (dossiers, testaments antérieurs) lorsque motifs sérieux (incapacité/captation)","Dans la fiche, ajouter «Avant d'affirmer»: exiger indices sérieux avant de conclure à la captation/incapacité; recommander de vérifier les pièces (dossiers médicaux, certificats).",https://www.canlii.org/fr/qc/qcca/doc/2014/2014qcca854/2014qcca854.html,https://www.legisquebec.gouv.qc.ca/fr/document/lc/CCQ-1991,https://canliiconnects.org/en/summaries/97424
Successions & libéralités,Responsabilité notariale / testament notarié / témoin,Thibault c. Guibault,1999 CanLII 13631 (QC CA),QCCA,QC,C.c.Q. (forme du testament notarié; preuve; dol/captation selon contexte),Paramètres d'analyse en contestation (capacité/captation) et rôle des intervenants (notaire/témoins),"Dans la fiche, ajouter «Piège»: ne pas confondre irrégularité de forme (rare en notarié) avec vice de consentement (captation/dol) qui exige preuve + causalité.",https://www.canlii.org/fr/qc/qcca/doc/1999/1999canlii13631/1999canlii13631.html,https://www.legisquebec.gouv.qc.ca/fr/document/lc/CCQ-1991,https://www.millerthomson.com/fr/perspectives-juridiques/services-aux-particuliers/invoquer-la-captation-pour-contester-un-testament-dautres-actes-quebec/
